1.5,0
1.499823816,0.026179522
1.499503471,0.052363815
1.499347114,0.078577453
1.499653611,0.104865996
1.50070801,0.131294938
1.502777225,0.157948251
1.506105975,0.184926561
1.510913078,0.212344985
1.517388122,0.240330669
1.525688578,0.26902006
1.535937397,0.298555986
1.548221121,0.329084558
1.56258854,0.36075199
1.579049909,0.39370136
1.597576738,0.428069397
1.618102154,0.463983326
1.640521831,0.501557857
1.664695469,0.540892346
1.690448794,0.582068199
1.717576052,0.625146558
1.745842958,0.670166322
1.774990045,0.717142529
1.804736365,0.766065137
1.834783489,0.816898241
1.864819733,0.869579723
1.894524551,0.924021363
1.923573026,0.980109411
1.951640393,1.037705604
1.978406518,1.096648641
2.00356027,1.156756061
2.026803719,1.217826537
2.047856097,1.279642512
2.066457466,1.34197317
2.082372033,1.404577671
2.095391068,1.467208621
2.105335389,1.529615695
2.112057368,1.591549384
2.115442444,1.652764776
2.115410113,1.713025333
2.111914394,1.772106589
2.104943767,1.829799701
2.094520588,1.885914809
2.080699995,1.940284135
2.063568332,1.992764774
2.043241116,2.043241116
2.019860597,2.091626878
1.993592929,2.137866677
1.964625035,2.18193715
1.933161192,2.223847561
1.899419409,2.263639905
1.863627656,2.301388493
1.82602,2.33719902
1.786832729,2.37120712
1.746300499,2.403576435
1.704652601,2.434496214
1.662109376,2.464178487
1.618878859,2.492854835
1.575121214,2.520720866
1.530856292,2.547772717
1.486073294,2.57395445
1.440765305,2.599209414
1.394929497,2.623480823
1.348567298,2.646712347
1.301684487,2.668848705
1.254291245,2.689836255
1.206402141,2.709623574
1.158036072,2.728162019
1.109216133,2.745406268
1.059969453,2.76131483
1.010326961,2.775850513
0.960323124,2.788980862
0.909995621,2.800678541
0.859384997,2.810921667
0.808534269,2.81969409
0.757488511,2.826985609
0.706294405,2.832792134
0.654999789,2.837115782
0.603653174,2.839964899
0.552303276,2.841354036
0.500998527,2.841303836
0.449786608,2.839840878
0.398713989,2.836997445
0.347825484,2.832811237
0.297163835,2.827325025
0.246769321,2.82058625
0.196679408,2.81264658
0.146928428,2.803561415
0.097547306,2.793389357
0.048563336,2.782191644
1.70E-16,2.770031563
-0.048123157,2.75697384
-0.095790605,2.743084014
-0.142990843,2.728427812
-0.189716372,2.713070515
-0.235963605,2.697076343
-0.281732727,2.680507845
-0.327027508,2.663425318
-0.371855062,2.645886248
-0.416225565,2.627944791
-0.460151932,2.609651287
-0.503649456,2.59105183
-0.54673541,2.572187874
-0.589428634,2.553095906
-0.631749081,2.53380717
-0.67371737,2.514347453
-0.715354305,2.494736935
-0.75668041,2.4749901
-0.797715455,2.455115722
-0.83847799,2.435116898
-0.878984901,2.414991167
-0.919250978,2.394730671
-0.959288516,2.374322395
-0.99910694,2.353748448
-1.038712474,2.332986413
-1.078107844,2.312009733
-1.117292035,2.290788152
-1.156260086,2.269288192
-1.195002944,2.247473663
-1.23350737,2.225306202
-1.2717559,2.202745833
-1.309726864,2.179751547
-1.347394458,2.156281876
-1.384728881,2.132295488
-1.421696513,2.107751759
-1.458260163,2.082611345
-1.494387986,2.056848606
-1.530081275,2.030486433
-1.565351413,2.003558443
-1.600211436,1.976096552
-1.634675785,1.94813074
-1.668760049,1.91968884
-1.702480683,1.890796353
-1.735854723,1.86147629
-1.768899492,1.831749046
-1.801632293,1.801632293
-1.83407011,1.771140918
-1.866229306,1.740286982
-1.898125319,1.709079714
-1.929772377,1.677525534
-1.961183211,1.645628109
-1.992368792,1.613388436
-2.023338077,1.580804957
-2.054097776,1.547873699
-2.08465214,1.514588436
-2.115002773,1.480940885
-2.14514847,1.446920913
-2.175085081,1.412516768
-2.204805408,1.377715326
-2.234299125,1.342502356
-2.263552738,1.306862783
-2.29254957,1.270780978
-2.321269783,1.234241037
-2.349690428,1.197227071
-2.377785533,1.159723493
-2.405526217,1.121715297
-2.432880836,1.083188336
-2.45981516,1.044129588
-2.486292575,1.004527406
-2.512274314,0.964371755
-2.537719708,0.923654437
-2.562586461,0.88236928
-2.586830944,0.840512324
-2.610408503,0.798081971
-2.633273784,0.755079107
-2.655381063,0.711507211
-2.676684586,0.667372422
-2.697138914,0.622683582
-2.716699267,0.577452255
-2.735321861,0.531692709
-2.752964248,0.485421874
-2.769585639,0.438659271
-2.785147217,0.391426915
-2.799612434,0.343749183
-2.812947293,0.295652674
-2.825120603,0.247166026
-2.836104214,0.198319726
-2.845873227,0.149145896
-2.854406174,0.09967806
-2.861685169,0.0499509
-2.86769603,3.51E-16
-2.872428364,-0.050138424
-2.875875626,-0.10042779
-2.878035135,-0.15083143
-2.878908068,-0.201312863
-2.878499411,-0.251836066
-2.87681788,-0.302365743
-2.87387581,-0.352867579
-2.869689015,-0.403308489
-2.864276611,-0.453656848
-2.857660823,-0.503882705
-2.849866752,-0.55395798
-2.84092213,-0.60385664
-2.830857045,-0.653554845
-2.819703652,-0.70303108
-2.807495871,-0.752266251
-2.794269062,-0.80124376
-2.7800597,-0.849949547
-2.764905041,-0.898372106
-2.74884278,-0.946502474
-2.731910717,-0.994334184
-2.714101112,-1.041845804
-2.695227481,-1.088942587
-2.675067144,-1.135498634
-2.653410272,-1.181374367
-2.630062844,-1.226418446
-2.604849371,-1.270469926
-2.577615337,-1.313360613
-2.548229342,-1.354917575
-2.516584899,-1.394965788
-2.482601873,-1.433330859
-2.446227552,-1.469841801
-2.407437321,-1.504333798
-2.366234937,-1.536650935
-2.32265242,-1.566648839
-2.276749542,-1.594197192
-2.228612934,-1.619182075
-2.178354839,-1.641508112
-2.126111507,-1.661100361
-2.07204128,-1.677905945
-2.016322387,-1.691895372
-1.959150485,-1.703063534
-1.900735982,-1.711430365
-1.841301189,-1.717041137
-1.781077336,-1.719966391
-1.720301501,-1.720301501
-1.659213494,-1.71816587
-1.598052752,-1.713701768
-1.53705527,-1.707072819
-1.476450638,-1.698462169
-1.416459202,-1.688070343
-1.357289408,-1.676112831
-1.299135356,-1.662817428
-1.242174598,-1.648421368
-1.186566218,-1.63316829
-1.132449211,-1.617305083
-1.079941181,-1.601078643
-1.029137384,-1.5847326
-0.980110116,-1.568504061
-0.932908455,-1.552620401
-0.88755836,-1.537296174
-0.844063111,-1.522730161
-0.802404097,-1.509102621
-0.762541916,-1.496572775
-0.72441778,-1.485276557
-0.687955197,-1.475324681
-0.653061896,-1.466801033
-0.619631966,-1.459761432
-0.587548177,-1.454232769
-0.556684437,-1.45021254
-0.526908347,-1.447668785
-0.498083816,-1.446540436
-0.470073693,-1.446738067
-0.442742372,-1.448145048
-0.415958324,-1.450619067
-0.389596528,-1.453994038
-0.363540754,-1.458082324
-0.33768566,-1.462677288
-0.31193868,-1.467556108
-0.286221668,-1.472482831
-0.260472267,-1.47721163
-0.234651698,-1.481532511
-0.208759651,-1.485402103
-0.182804015,-1.488819227
-0.156792695,-1.491782843
-0.130733614,-1.494292047
-0.104634711,-1.496346075
-0.078503934,-1.497944302
-0.052349245,-1.499086241
-0.02617861,-1.499771543
-2.76E-16,-1.5
0.02617861,-1.499771543
0.052349245,-1.499086241
0.078503934,-1.497944302
0.104634711,-1.496346075
0.130733614,-1.494292047
0.156792695,-1.491782843
0.182804015,-1.488819227
0.208759651,-1.485402103
0.234651698,-1.481532511
0.260472267,-1.47721163
0.286213493,-1.472440775
0.311867536,-1.467221401
0.337426582,-1.461555097
0.362882843,-1.455443589
0.388228568,-1.448888739
0.413456034,-1.441892544
0.438557557,-1.434457134
0.463525492,-1.426584774
0.488352232,-1.418277863
0.513030215,-1.409538931
0.537551924,-1.40037064
0.56190989,-1.390775782
0.586096693,-1.38075728
0.610104965,-1.370318186
0.633927393,-1.359461681
0.65755672,-1.348191069
0.68098575,-1.336509786
0.704207344,-1.324421389
0.72721443,-1.311929561
0.75,-1.299038106
0.772557112,-1.285750951
0.794878896,-1.272072144
0.816958553,-1.258005852
0.838789355,-1.243556359
0.860364655,-1.228728066
0.881677878,-1.213525492
0.902722535,-1.197953265
0.923492213,-1.18201613
0.943980587,-1.165718942
0.964181415,-1.149066665
0.984088543,-1.13206437
1.00369591,-1.114717238
1.02299754,-1.097030552
1.041987556,-1.079009701
1.060660172,-1.060660172
1.079009701,-1.041987556
1.097030552,-1.02299754
1.114717238,-1.00369591
1.13206437,-0.984088543
1.149066665,-0.964181415
1.165718942,-0.943980587
1.18201613,-0.923492213
1.197953265,-0.902722535
1.213525492,-0.881677878
1.228728066,-0.860364655
1.243556359,-0.838789355
1.258005852,-0.816958553
1.272072144,-0.794878896
1.285750951,-0.772557112
1.299038106,-0.75
1.311929561,-0.72721443
1.324421389,-0.704207344
1.336509786,-0.68098575
1.348191069,-0.65755672
1.359461681,-0.633927393
1.370318186,-0.610104965
1.38075728,-0.586096693
1.390775782,-0.56190989
1.40037064,-0.537551924
1.409538931,-0.513030215
1.418277863,-0.488352232
1.426584774,-0.463525492
1.434457134,-0.438557557
1.441892544,-0.413456034
1.448888739,-0.388228568
1.455443589,-0.362882843
1.461555097,-0.337426582
1.467221401,-0.311867536
1.472440775,-0.286213493
1.47721163,-0.260472267
1.481532511,-0.234651698
1.485402103,-0.208759651
1.488819227,-0.182804015
1.491782843,-0.156792695
1.494292047,-0.130733614
1.496346075,-0.104634711
1.497944302,-0.078503934
1.499086241,-0.052349245
1.499771543,-0.02617861
1.5,-3.67E-16
